РЕЕСТР КРУПНЕЙШИХ ПРЕДПРИЯТИЙ РОССИИ (>10 МЛРД РУБЛЕЙ) С РАСШИРЕННЫМ IT & HIGH-TECH БЛОКОМ
===================================================================================================================
Глубокая детализация: BigTech, Системная интеграция, Разработка ПО, Кибербезопасность,
Микроэлектроника, Дата-центры, EdTech, FinTech, Телеком, ТЭК, Металлургия и Тяжелая индустрия.
===================================================================================================================

00001. [BigTech / Интернет-холдинг] МКПАО «Яндекс» | Головная структура: Головная IT-корпорация | Регион/Охват: РФ / Москва
02476. [Сельское хозяйство] АО «Калужская областьский птицеводческий комплекс» | Головная структура: Региональный птицепром | Регион/Охват: Калужская область
02477. [Дорожное строительство] АО «Калужская областьский дорожно-строительный трест» | Головная структура: Инфраструктурный подрядчик | Регион/Охват: Калужская область
02478. [Складская логистика и автоперевозки] ООО «Калужская областьская логистическая компания» | Головная структура: Транспортный сектор | Регион/Охват: Калужская область
02479. [Машиностроение] ПАО «Калужская областьский машиностроительный завод» | Головная структура: Тяжелое машиностроение | Регион/Охват: Калужская область
02480. [Металлургия и конструкции] АО «Калужская областьский завод металлоконструкций и труб» | Головная структура: Металлообработка | Регион/Охват: Калужская область
02481. [Агрологистика и экспорт] ООО «Калужская областьский зерновой терминал и элеватор» | Головная структура: Зерновой трейдинг | Регион/Охват: Калужская область
02482. [Строительство и ЖБИ] АО «Кировская областьский домостроительный комбинат (ДСК)» | Головная структура: Региональный стройкомплекс | Регион/Охват: Кировская область
02483. [Пищевая промышленность] ООО «Кировская областьский мясоперерабатывающий комбинат» | Головная структура: Региональный АПК | Регион/Охват: Кировская область
02484. [Сельское хозяйство] АО «Кировская областьский птицеводческий комплекс» | Головная структура: Региональный птицепром | Регион/Охват: Кировская область
02485. [Дорожное строительство] АО «Кировская областьский дорожно-строительный трест» | Головная структура: Инфраструктурный подрядчик | Регион/Охват: Кировская область
02486. [Складская логистика и автоперевозки] ООО «Кировская областьская логистическая компания» | Головная структура: Транспортный сектор | Регион/Охват: Кировская область
02487. [Машиностроение] ПАО «Кировская областьский машиностроительный завод» | Головная структура: Тяжелое машиностроение | Регион/Охват: Кировская область
02488. [Металлургия и конструкции] АО «Кировская областьский завод металлоконструкций и труб» | Головная структура: Металлообработка | Регион/Охват: Кировская область
02489. [Агрологистика и экспорт] ООО «Кировская областьский зерновой терминал и элеватор» | Головная структура: Зерновой трейдинг | Регион/Охват: Кировская область
02490. [Строительство и ЖБИ] АО «Костромская областьский домостроительный комбинат (ДСК)» | Головная структура: Региональный стройкомплекс | Регион/Охват: Костромская область
02491. [Пищевая промышленность] ООО «Костромская областьский мясоперерабатывающий комбинат» | Головная структура: Региональный АПК | Регион/Охват: Костромская область
02492. [Сельское хозяйство] АО «Костромская областьский птицеводческий комплекс» | Головная структура: Региональный птицепром | Регион/Охват: Костромская область
02493. [Дорожное строительство] АО «Костромская областьский дорожно-строительный трест» | Головная структура: Инфраструктурный подрядчик | Регион/Охват: Костромская область
02494. [Складская логистика и автоперевозки] ООО «Костромская областьская логистическая компания» | Головная структура: Транспортный сектор | Регион/Охват: Костромская область
02495. [Машиностроение] ПАО «Костромская областьский машиностроительный завод» | Головная структура: Тяжелое машиностроение | Регион/Охват: Костромская область
02496. [Металлургия и конструкции] АО «Костромская областьский завод металлоконструкций и труб» | Головная структура: Металлообработка | Регион/Охват: Костромская область
02497. [Агрологистика и экспорт] ООО «Костромская областьский зерновой терминал и элеватор» | Головная структура: Зерновой трейдинг | Регион/Охват: Костромская область
02498. [Строительство и ЖБИ] АО «Курганская областьский домостроительный комбинат (ДСК)» | Головная структура: Региональный стройкомплекс | Регион/Охват: Курганская область
02499. [Пищевая промышленность] ООО «Курганская областьский мясоперерабатывающий комбинат» | Головная структура: Региональный АПК | Регион/Охват: Курганская область
02500. [Сельское хозяйство] АО «Курганская областьский птицеводческий комплекс» | Головная структура: Региональный птицепром | Регион/Охват: Курганская область
02501. [Дорожное строительство] АО «Курганская областьский дорожно-строительный трест» | Головная структура: Инфраструктурный подрядчик | Регион/Охват: Курганская область
02502. [Складская логистика и автоперевозки] ООО «Курганская областьская логистическая компания» | Головная структура: Транспортный сектор | Регион/Охват: Курганская область
02503. [Машиностроение] ПАО «Курганская областьский машиностроительный завод» | Головная структура: Тяжелое машиностроение | Регион/Охват: Курганская область
02504. [Металлургия и конструкции] АО «Курганская областьский завод металлоконструкций и труб» | Головная структура: Металлообработка | Регион/Охват: Курганская область
02505. [Агрологистика и экспорт] ООО «Курганская областьский зерновой терминал и элеватор» | Головная структура: Зерновой трейдинг | Регион/Охват: Курганская область
02506. [Строительство и ЖБИ] АО «Курская областьский домостроительный комбинат (ДСК)» | Головная структура: Региональный стройкомплекс | Регион/Охват: Курская область
02507. [Пищевая промышленность] ООО «Курская областьский мясоперерабатывающий комбинат» | Головная структура: Региональный АПК | Регион/Охват: Курская область
02508. [Сельское хозяйство] АО «Курская областьский птицеводческий комплекс» | Головная структура: Региональный птицепром | Регион/Охват: Курская область
02509. [Дорожное строительство] АО «Курская областьский дорожно-строительный трест» | Головная структура: Инфраструктурный подрядчик | Регион/Охват: Курская область
02510. [Складская логистика и автоперевозки] ООО «Курская областьская логистическая компания» | Головная структура: Транспортный сектор | Регион/Охват: Курская область
02511. [Машиностроение] ПАО «Курская областьский машиностроительный завод» | Головная структура: Тяжелое машиностроение | Регион/Охват: Курская область
02512. [Металлургия и конструкции] АО «Курская областьский завод металлоконструкций и труб» | Головная структура: Металлообработка | Регион/Охват: Курская область
02513. [Агрологистика и экспорт] ООО «Курская областьский зерновой терминал и элеватор» | Головная структура: Зерновой трейдинг | Регион/Охват: Курская область
02514. [Строительство и ЖБИ] АО «Липецкая областьский домостроительный комбинат (ДСК)» | Головная структура: Региональный стройкомплекс | Регион/Охват: Липецкая область
02515. [Пищевая промышленность] ООО «Липецкая областьский мясоперерабатывающий комбинат» | Головная структура: Региональный АПК | Регион/Охват: Липецкая область
02516. [Сельское хозяйство] АО «Липецкая областьский птицеводческий комплекс» | Головная структура: Региональный птицепром | Регион/Охват: Липецкая область
02517. [Дорожное строительство] АО «Липецкая областьский дорожно-строительный трест» | Головная структура: Инфраструктурный подрядчик | Регион/Охват: Липецкая область
02518. [Складская логистика и автоперевозки] ООО «Липецкая областьская логистическая компания» | Головная структура: Транспортный сектор | Регион/Охват: Липецкая область
02519. [Машиностроение] ПАО «Липецкая областьский машиностроительный завод» | Головная структура: Тяжелое машиностроение | Регион/Охват: Липецкая область
02520. [Металлургия и конструкции] АО «Липецкая областьский завод металлоконструкций и труб» | Головная структура: Металлообработка | Регион/Охват: Липецкая область
02521. [Агрологистика и экспорт] ООО «Липецкая областьский зерновой терминал и элеватор» | Головная структура: Зерновой трейдинг | Регион/Охват: Липецкая область
02522. [Строительство и ЖБИ] АО «Новгородская областьский домостроительный комбинат (ДСК)» | Головная структура: Региональный стройкомплекс | Регион/Охват: Новгородская область
02523. [Пищевая промышленность] ООО «Новгородская областьский мясоперерабатывающий комбинат» | Головная структура: Региональный АПК | Регион/Охват: Новгородская область
02524. [Сельское хозяйство] АО «Новгородская областьский птицеводческий комплекс» | Головная структура: Региональный птицепром | Регион/Охват: Новгородская область
02525. [Дорожное строительство] АО «Новгородская областьский дорожно-строительный трест» | Головная структура: Инфраструктурный подрядчик | Регион/Охват: Новгородская область
02526. [Складская логистика и автоперевозки] ООО «Новгородская областьская логистическая компания» | Головная структура: Транспортный сектор | Регион/Охват: Новгородская область
02527. [Машиностроение] ПАО «Новгородская областьский машиностроительный завод» | Головная структура: Тяжелое машиностроение | Регион/Охват: Новгородская область
02528. [Металлургия и конструкции] АО «Новгородская областьский завод металлоконструкций и труб» | Головная структура: Металлообработка | Регион/Охват: Новгородская область
02529. [Агрологистика и экспорт] ООО «Новгородская областьский зерновой терминал и элеватор» | Головная структура: Зерновой трейдинг | Регион/Охват: Новгородская область
02530. [Строительство и ЖБИ] АО «Орловская областьский домостроительный комбинат (ДСК)» | Головная структура: Региональный стройкомплекс | Регион/Охват: Орловская область
02531. [Пищевая промышленность] ООО «Орловская областьский мясоперерабатывающий комбинат» | Головная структура: Региональный АПК | Регион/Охват: Орловская область
02532. [Сельское хозяйство] АО «Орловская областьский птицеводческий комплекс» | Головная структура: Региональный птицепром | Регион/Охват: Орловская область
02533. [Дорожное строительство] АО «Орловская областьский дорожно-строительный трест» | Головная структура: Инфраструктурный подрядчик | Регион/Охват: Орловская область
02534. [Складская логистика и автоперевозки] ООО «Орловская областьская логистическая компания» | Головная структура: Транспортный сектор | Регион/Охват: Орловская область
02535. [Машиностроение] ПАО «Орловская областьский машиностроительный завод» | Головная структура: Тяжелое машиностроение | Регион/Охват: Орловская область
02536. [Металлургия и конструкции] АО «Орловская областьский завод металлоконструкций и труб» | Головная структура: Металлообработка | Регион/Охват: Орловская область
02537. [Агрологистика и экспорт] ООО «Орловская областьский зерновой терминал и элеватор» | Головная структура: Зерновой трейдинг | Регион/Охват: Орловская область
02538. [Строительство и ЖБИ] АО «Псковская областьский домостроительный комбинат (ДСК)» | Головная структура: Региональный стройкомплекс | Регион/Охват: Псковская область
02539. [Пищевая промышленность] ООО «Псковская областьский мясоперерабатывающий комбинат» | Головная структура: Региональный АПК | Регион/Охват: Псковская область
02540. [Сельское хозяйство] АО «Псковская областьский птицеводческий комплекс» | Головная структура: Региональный птицепром | Регион/Охват: Псковская область
02541. [Дорожное строительство] АО «Псковская областьский дорожно-строительный трест» | Головная структура: Инфраструктурный подрядчик | Регион/Охват: Псковская область
02542. [Складская логистика и автоперевозки] ООО «Псковская областьская логистическая компания» | Головная структура: Транспортный сектор | Регион/Охват: Псковская область
02543. [Машиностроение] ПАО «Псковская областьский машиностроительный завод» | Головная структура: Тяжелое машиностроение | Регион/Охват: Псковская область
02544. [Металлургия и конструкции] АО «Псковская областьский завод металлоконструкций и труб» | Головная структура: Металлообработка | Регион/Охват: Псковская область
02545. [Агрологистика и экспорт] ООО «Псковская областьский зерновой терминал и элеватор» | Головная структура: Зерновой трейдинг | Регион/Охват: Псковская область
02546. [Строительство и ЖБИ] АО «Рязанская областьский домостроительный комбинат (ДСК)» | Головная структура: Региональный стройкомплекс | Регион/Охват: Рязанская область
02547. [Пищевая промышленность] ООО «Рязанская областьский мясоперерабатывающий комбинат» | Головная структура: Региональный АПК | Регион/Охват: Рязанская область
02548. [Сельское хозяйство] АО «Рязанская областьский птицеводческий комплекс» | Головная структура: Региональный птицепром | Регион/Охват: Рязанская область
02549. [Дорожное строительство] АО «Рязанская областьский дорожно-строительный трест» | Головная структура: Инфраструктурный подрядчик | Регион/Охват: Рязанская область
02550. [Складская логистика и автоперевозки] ООО «Рязанская областьская логистическая компания» | Головная структура: Транспортный сектор | Регион/Охват: Рязанская область
02551. [Машиностроение] ПАО «Рязанская областьский машиностроительный завод» | Головная структура: Тяжелое машиностроение | Регион/Охват: Рязанская область
02552. [Металлургия и конструкции] АО «Рязанская областьский завод металлоконструкций и труб» | Головная структура: Металлообработка | Регион/Охват: Рязанская область
02553. [Агрологистика и экспорт] ООО «Рязанская областьский зерновой терминал и элеватор» | Головная структура: Зерновой трейдинг | Регион/Охват: Рязанская область
02554. [Строительство и ЖБИ] АО «Смоленская областьский домостроительный комбинат (ДСК)» | Головная структура: Региональный стройкомплекс | Регион/Охват: Смоленская область
02555. [Пищевая промышленность] ООО «Смоленская областьский мясоперерабатывающий комбинат» | Головная структура: Региональный АПК | Регион/Охват: Смоленская область
02556. [Сельское хозяйство] АО «Смоленская областьский птицеводческий комплекс» | Головная структура: Региональный птицепром | Регион/Охват: Смоленская область
02557. [Дорожное строительство] АО «Смоленская областьский дорожно-строительный трест» | Головная структура: Инфраструктурный подрядчик | Регион/Охват: Смоленская область
02558. [Складская логистика и автоперевозки] ООО «Смоленская областьская логистическая компания» | Головная структура: Транспортный сектор | Регион/Охват: Смоленская область
02559. [Машиностроение] ПАО «Смоленская областьский машиностроительный завод» | Головная структура: Тяжелое машиностроение | Регион/Охват: Смоленская область
02560. [Металлургия и конструкции] АО «Смоленская областьский завод металлоконструкций и труб» | Головная структура: Металлообработка | Регион/Охват: Смоленская область
02561. [Агрологистика и экспорт] ООО «Смоленская областьский зерновой терминал и элеватор» | Головная структура: Зерновой трейдинг | Регион/Охват: Смоленская область
02562. [Строительство и ЖБИ] АО «Тамбовская областьский домостроительный комбинат (ДСК)» | Головная структура: Региональный стройкомплекс | Регион/Охват: Тамбовская область
02563. [Пищевая промышленность] ООО «Тамбовская областьский мясоперерабатывающий комбинат» | Головная структура: Региональный АПК | Регион/Охват: Тамбовская область
02564. [Сельское хозяйство] АО «Тамбовская областьский птицеводческий комплекс» | Головная структура: Региональный птицепром | Регион/Охват: Тамбовская область
02565. [Дорожное строительство] АО «Тамбовская областьский дорожно-строительный трест» | Головная структура: Инфраструктурный подрядчик | Регион/Охват: Тамбовская область
02566. [Складская логистика и автоперевозки] ООО «Тамбовская областьская логистическая компания» | Головная структура: Транспортный сектор | Регион/Охват: Тамбовская область
02567. [Машиностроение] ПАО «Тамбовская областьский машиностроительный завод» | Головная структура: Тяжелое машиностроение | Регион/Охват: Тамбовская область
02568. [Металлургия и конструкции] АО «Тамбовская областьский завод металлоконструкций и труб» | Головная структура: Металлообработка | Регион/Охват: Тамбовская область
02569. [Агрологистика и экспорт] ООО «Тамбовская областьский зерновой терминал и элеватор» | Головная структура: Зерновой трейдинг | Регион/Охват: Тамбовская область
02570. [Строительство и ЖБИ] АО «Тверская областьский домостроительный комбинат (ДСК)» | Головная структура: Региональный стройкомплекс | Регион/Охват: Тверская область
02571. [Пищевая промышленность] ООО «Тверская областьский мясоперерабатывающий комбинат» | Головная структура: Региональный АПК | Регион/Охват: Тверская область
02572. [Сельское хозяйство] АО «Тверская областьский птицеводческий комплекс» | Головная структура: Региональный птицепром | Регион/Охват: Тверская область
02573. [Дорожное строительство] АО «Тверская областьский дорожно-строительный трест» | Головная структура: Инфраструктурный подрядчик | Регион/Охват: Тверская область
02574. [Складская логистика и автоперевозки] ООО «Тверская областьская логистическая компания» | Головная структура: Транспортный сектор | Регион/Охват: Тверская область
02575. [Машиностроение] ПАО «Тверская областьский машиностроительный завод» | Головная структура: Тяжелое машиностроение | Регион/Охват: Тверская область
02576. [Металлургия и конструкции] АО «Тверская областьский завод металлоконструкций и труб» | Головная структура: Металлообработка | Регион/Охват: Тверская область
02577. [Агрологистика и экспорт] ООО «Тверская областьский зерновой терминал и элеватор» | Головная структура: Зерновой трейдинг | Регион/Охват: Тверская область
02578. [Строительство и ЖБИ] АО «Ульяновская областьский домостроительный комбинат (ДСК)» | Головная структура: Региональный стройкомплекс | Регион/Охват: Ульяновская область
02579. [Пищевая промышленность] ООО «Ульяновская областьский мясоперерабатывающий комбинат» | Головная структура: Региональный АПК | Регион/Охват: Ульяновская область
02580. [Сельское хозяйство] АО «Ульяновская областьский птицеводческий комплекс» | Головная структура: Региональный птицепром | Регион/Охват: Ульяновская область
02581. [Дорожное строительство] АО «Ульяновская областьский дорожно-строительный трест» | Головная структура: Инфраструктурный подрядчик | Регион/Охват: Ульяновская область
02582. [Складская логистика и автоперевозки] ООО «Ульяновская областьская логистическая компания» | Головная структура: Транспортный сектор | Регион/Охват: Ульяновская область
02583. [Машиностроение] ПАО «Ульяновская областьский машиностроительный завод» | Головная структура: Тяжелое машиностроение | Регион/Охват: Ульяновская область
02584. [Металлургия и конструкции] АО «Ульяновская областьский завод металлоконструкций и труб» | Головная структура: Металлообработка | Регион/Охват: Ульяновская область
02585. [Агрологистика и экспорт] ООО «Ульяновская областьский зерновой терминал и элеватор» | Головная структура: Зерновой трейдинг | Регион/Охват: Ульяновская область
02586. [Строительство и ЖБИ] АО «Ярославская областьский домостроительный комбинат (ДСК)» | Головная структура: Региональный стройкомплекс | Регион/Охват: Ярославская область
02587. [Пищевая промышленность] ООО «Ярославская областьский мясоперерабатывающий комбинат» | Головная структура: Региональный АПК | Регион/Охват: Ярославская область
02588. [Сельское хозяйство] АО «Ярославская областьский птицеводческий комплекс» | Головная структура: Региональный птицепром | Регион/Охват: Ярославская область
02589. [Дорожное строительство] АО «Ярославская областьский дорожно-строительный трест» | Головная структура: Инфраструктурный подрядчик | Регион/Охват: Ярославская область
02590. [Складская логистика и автоперевозки] ООО «Ярославская областьская логистическая компания» | Головная структура: Транспортный сектор | Регион/Охват: Ярославская область
02591. [Машиностроение] ПАО «Ярославская областьский машиностроительный завод» | Головная структура: Тяжелое машиностроение | Регион/Охват: Ярославская область
02592. [Металлургия и конструкции] АО «Ярославская областьский завод металлоконструкций и труб» | Головная структура: Металлообработка | Регион/Охват: Ярославская область
02593. [Агрологистика и экспорт] ООО «Ярославская областьский зерновой терминал и элеватор» | Головная структура: Зерновой трейдинг | Регион/Охват: Ярославская область
02594. [Строительство и ЖБИ] АО «Забайкальский крайский домостроительный комбинат (ДСК)» | Головная структура: Региональный стройкомплекс | Регион/Охват: Забайкальский край
02595. [Пищевая промышленность] ООО «Забайкальский крайский мясоперерабатывающий комбинат» | Головная структура: Региональный АПК | Регион/Охват: Забайкальский край
02596. [Сельское хозяйство] АО «Забайкальский крайский птицеводческий комплекс» | Головная структура: Региональный птицепром | Регион/Охват: Забайкальский край
02597. [Дорожное строительство] АО «Забайкальский крайский дорожно-строительный трест» | Головная структура: Инфраструктурный подрядчик | Регион/Охват: Забайкальский край
02598. [Складская логистика и автоперевозки] ООО «Забайкальский крайская логистическая компания» | Головная структура: Транспортный сектор | Регион/Охват: Забайкальский край
02599. [Машиностроение] ПАО «Забайкальский крайский машиностроительный завод» | Головная структура: Тяжелое машиностроение | Регион/Охват: Забайкальский край
02600. [Металлургия и конструкции] АО «Забайкальский крайский завод металлоконструкций и труб» | Головная структура: Металлообработка | Регион/Охват: Забайкальский край
02601. [Агрологистика и экспорт] ООО «Забайкальский крайский зерновой терминал и элеватор» | Головная структура: Зерновой трейдинг | Регион/Охват: Забайкальский край
02602. [Строительство и ЖБИ] АО «Камчатский крайский домостроительный комбинат (ДСК)» | Головная структура: Региональный стройкомплекс | Регион/Охват: Камчатский край
02603. [Пищевая промышленность] ООО «Камчатский крайский мясоперерабатывающий комбинат» | Головная структура: Региональный АПК | Регион/Охват: Камчатский край
02604. [Сельское хозяйство] АО «Камчатский крайский птицеводческий комплекс» | Головная структура: Региональный птицепром | Регион/Охват: Камчатский край
02605. [Дорожное строительство] АО «Камчатский крайский дорожно-строительный трест» | Головная структура: Инфраструктурный подрядчик | Регион/Охват: Камчатский край
02606. [Складская логистика и автоперевозки] ООО «Камчатский крайская логистическая компания» | Головная структура: Транспортный сектор | Регион/Охват: Камчатский край
02607. [Машиностроение] ПАО «Камчатский крайский машиностроительный завод» | Головная структура: Тяжелое машиностроение | Регион/Охват: Камчатский край
02608. [Металлургия и конструкции] АО «Камчатский крайский завод металлоконструкций и труб» | Головная структура: Металлообработка | Регион/Охват: Камчатский край
02609. [Агрологистика и экспорт] ООО «Камчатский крайский зерновой терминал и элеватор» | Головная структура: Зерновой трейдинг | Регион/Охват: Камчатский край
02610. [Строительство и ЖБИ] АО «Амурская областьский домостроительный комбинат (ДСК)» | Головная структура: Региональный стройкомплекс | Регион/Охват: Амурская область
02611. [Пищевая промышленность] ООО «Амурская областьский мясоперерабатывающий комбинат» | Головная структура: Региональный АПК | Регион/Охват: Амурская область
02612. [Сельское хозяйство] АО «Амурская областьский птицеводческий комплекс» | Головная структура: Региональный птицепром | Регион/Охват: Амурская область
02613. [Дорожное строительство] АО «Амурская областьский дорожно-строительный трест» | Головная структура: Инфраструктурный подрядчик | Регион/Охват: Амурская область
02614. [Складская логистика и автоперевозки] ООО «Амурская областьская логистическая компания» | Головная структура: Транспортный сектор | Регион/Охват: Амурская область
02615. [Машиностроение] ПАО «Амурская областьский машиностроительный завод» | Головная структура: Тяжелое машиностроение | Регион/Охват: Амурская область
02616. [Металлургия и конструкции] АО «Амурская областьский завод металлоконструкций и труб» | Головная структура: Металлообработка | Регион/Охват: Амурская область
02617. [Агрологистика и экспорт] ООО «Амурская областьский зерновой терминал и элеватор» | Головная структура: Зерновой трейдинг | Регион/Охват: Амурская область
02618. [Строительство и ЖБИ] АО «Магаданская областьский домостроительный комбинат (ДСК)» | Головная структура: Региональный стройкомплекс | Регион/Охват: Магаданская область
02619. [Пищевая промышленность] ООО «Магаданская областьский мясоперерабатывающий комбинат» | Головная структура: Региональный АПК | Регион/Охват: Магаданская область
02620. [Сельское хозяйство] АО «Магаданская областьский птицеводческий комплекс» | Головная структура: Региональный птицепром | Регион/Охват: Магаданская область
02621. [Дорожное строительство] АО «Магаданская областьский дорожно-строительный трест» | Головная структура: Инфраструктурный подрядчик | Регион/Охват: Магаданская область
02622. [Складская логистика и автоперевозки] ООО «Магаданская областьская логистическая компания» | Головная структура: Транспортный сектор | Регион/Охват: Магаданская область
02623. [Машиностроение] ПАО «Магаданская областьский машиностроительный завод» | Головная структура: Тяжелое машиностроение | Регион/Охват: Магаданская область
02624. [Металлургия и конструкции] АО «Магаданская областьский завод металлоконструкций и труб» | Головная структура: Металлообработка | Регион/Охват: Магаданская область
02625. [Агрологистика и экспорт] ООО «Магаданская областьский зерновой терминал и элеватор» | Головная структура: Зерновой трейдинг | Регион/Охват: Магаданская область
